N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,IsCalculated
45, 42, 87, Mo, -67694.611, 223.277, 737040.853, 223.277, 0
44, 43, 87, Tc, -59122, 298, 727686, 298, 1
43, 44, 87, Ru, -47339, 596, 715120, 596, 1
55, 33, 88, As, -51642, 596, 736101, 596, 1
54, 34, 88, Se, -63878.140, 49.382, 747554.532, 49.382, 0
53, 35, 88, Br, -70732.140, 38.439, 753626.178, 38.439, 0
52, 36, 88, Kr, -79692.140, 13.475, 761803.825, 13.475, 0
51, 37, 88, Rb, -82606.221, 4.395, 763935.552, 4.396, 0
50, 38, 88, Sr, -87919.663, 2.208, 768466.641, 2.211, 0
49, 39, 88, Y, -84297.063, 2.669, 764061.688, 2.672, 0
48, 40, 88, Zr, -83623.763, 10.234, 762606.034, 10.235, 0
47, 41, 88, Nb, -76073.763, 100.522, 754273.680, 100.522, 0
46, 42, 88, Mo, -72700.555, 20.347, 750118.119, 20.348, 0
45, 43, 88, Tc, -62568, 298, 739204, 298, 1
44, 44, 88, Ru, -55498, 503, 731351, 503, 1
56, 33, 89, As, -47292, 596, 739822, 596, 1
55, 34, 89, Se, -59597, 298, 751345, 298, 1
54, 35, 89, Br, -68569.815, 59.841, 759535.176, 59.841, 0
53, 36, 89, Kr, -76724.815, 51.778, 766907.823, 51.778, 0
52, 37, 89, Rb, -81710.698, 5.820, 771111.352, 5.821, 0
51, 38, 89, Sr, -86207.050, 2.211, 774825.350, 2.214, 0
50, 39, 89, Y, -87702.101, 2.345, 775538.048, 2.349, 0
49, 40, 89, Zr, -84869.416, 3.355, 771923.009, 3.357, 0
48, 41, 89, Nb, -80578.408, 35.553, 766849.648, 35.553, 0
47, 42, 89, Mo, -75003.363, 15.460, 760492.249, 15.461, 0
46, 43, 89, Tc, -67493.363, 210.568, 752199.896, 210.568, 0
45, 44, 89, Ru, -59513, 503, 743437, 503, 1
44, 45, 89, Rh, -47152, 503, 730294, 503, 1
56, 34, 90, Se, -56430, 401, 756249, 401, 1
55, 35, 90, Br, -64613.083, 77.389, 763649.767, 77.389, 0
54, 36, 90, Kr, -74963.083, 19.079, 773217.413, 19.079, 0
53, 37, 90, Rb, -79354.948, 8.015, 776826.925, 8.016, 0
52, 38, 90, Sr, -85941.863, 2.727, 782631.486, 2.730, 0
51, 39, 90, Y, -86487.861, 2.346, 782395.131, 2.349, 0
50, 40, 90, Zr, -88767.938, 2.177, 783892.854, 2.180, 0
49, 41, 90, Nb, -82656.938, 4.554, 776999.501, 4.556, 0
48, 42, 90, Mo, -80167.938, 6.061, 773728.147, 6.062, 0
47, 43, 90, Tc, -71207.275, 242.185, 763985.131, 242.185, 0
46, 44, 90, Ru, -65409, 401, 757405, 401, 1
45, 45, 90, Rh, -53216, 503, 744429, 503, 1
57, 34, 91, Se, -50888, 503, 758778, 503, 1
56, 35, 91, Br, -61510.918, 72.573, 768618.924, 72.573, 0
55, 36, 91, Kr, -71312.918, 57.156, 777638.571, 57.156, 0
54, 37, 91, Rb, -77747.918, 8.175, 783291.217, 8.176, 0
53, 38, 91, Sr, -83638.978, 5.964, 788399.924, 5.965, 0
52, 39, 91, Y, -86346.300, 2.805, 790324.893, 2.808, 0
51, 40, 91, Zr, -87891.133, 2.156, 791087.372, 2.159, 0
50, 41, 91, Nb, -86637.743, 3.210, 789051.629, 3.212, 0
49, 42, 91, Mo, -82203.631, 11.161, 783835.164, 11.162, 0
48, 43, 91, Tc, -75983.631, 200.311, 776832.810, 200.311, 0
47, 44, 91, Ru, -68578.969, 500.037, 768645.794, 500.037, 0
46, 45, 91, Rh, -59103, 401, 758388, 401, 1
45, 46, 91, Pd, -47059, 596, 745561, 596, 1
58, 34, 92, Se, -47199, 596, 763160, 596, 1
57, 35, 92, Br, -56583.354, 49.674, 771762.683, 49.674, 0
56, 36, 92, Kr, -68788.258, 12.045, 783185.234, 12.045, 0
55, 37, 92, Rb, -74775.258, 6.714, 788389.880, 6.715, 0
54, 38, 92, Sr, -82875.106, 6.805, 795707.375, 6.806, 0
53, 39, 92, Y, -84815.467, 9.338, 796865.383, 9.339, 0
52, 40, 92, Zr, -88454.559, 2.149, 799722.121, 2.152, 0
51, 41, 92, Nb, -86448.952, 2.666, 796934.160, 2.669, 0
50, 42, 92, Mo, -86805.466, 3.744, 796508.321, 3.746, 0
49, 43, 92, Tc, -78935.111, 25.996, 787855.613, 25.996, 0
48, 44, 92, Ru, -74408, 298, 782546, 298, 1
47, 45, 92, Rh, -63360, 401, 770716, 401, 1
46, 46, 92, Pd, -55498, 503, 762072, 503, 1
58, 35, 93, Br, -53002, 298, 776253, 298, 1
57, 36, 93, Kr, -64026.001, 100.296, 786494.300, 100.297, 0
56, 37, 93, Rb, -72626.001, 7.705, 794311.946, 7.707, 0
55, 38, 93, Sr, -80087.598, 7.856, 800991.189, 7.857, 0
54, 39, 93, Y, -84224.201, 10.654, 804345.440, 10.655, 0
53, 40, 93, Zr, -87117.379, 2.149, 806456.264, 2.153, 0
52, 41, 93, Nb, -87208.744, 2.236, 805765.276, 2.239, 0
51, 42, 93, Mo, -86803.852, 3.744, 804578.030, 3.746, 0
50, 43, 93, Tc, -83602.997, 3.876, 800594.821, 3.878, 0
49, 44, 93, Ru, -77265.997, 85.088, 793475.468, 85.088, 0
48, 45, 93, Rh, -69173, 401, 784600, 401, 1
47, 46, 93, Pd, -59699, 401, 774344, 401, 1
59, 35, 94, Br, -47804, 401, 779126, 401, 1
58, 36, 94, Kr, -61141, 300, 791681, 300, 1
57, 37, 94, Rb, -68551.124, 8.561, 798308.392, 8.562, 0
56, 38, 94, Sr, -78841.774, 7.470, 807816.689, 7.471, 0
55, 39, 94, Y, -82349.639, 7.672, 810542.200, 7.674, 0
54, 40, 94, Zr, -87266.289, 2.342, 814676.497, 2.346, 0
53, 41, 94, Nb, -86364.891, 2.236, 812992.745, 2.240, 0
52, 42, 94, Mo, -88410.338, 1.826, 814255.839, 1.831, 0
51, 43, 94, Tc, -84154.593, 4.460, 809217.741, 4.461, 0
50, 44, 94, Ru, -82568.017, 12.733, 806848.812, 12.733, 0
49, 45, 94, Rh, -72938, 447, 796436, 447, 1
48, 46, 94, Pd, -66350, 401, 789066, 401, 1
47, 47, 94, Ag, -53300, 503, 775234, 503, 1
59, 36, 95, Kr, -56039, 401, 794650, 401, 1
58, 37, 95, Rb, -65838.676, 19.290, 803667.267, 19.291, 0
57, 38, 95, Sr, -75117.330, 7.688, 812163.567, 7.689, 0
56, 39, 95, Y, -81204.179, 7.644, 817468.063, 7.645, 0
55, 40, 95, Zr, -85657.624, 2.329, 821139.155, 2.333, 0
54, 41, 95, Nb, -86782.460, 1.875, 821481.637, 1.879, 0
53, 42, 95, Mo, -87708.077, 1.825, 821624.901, 1.829, 0
52, 43, 95, Tc, -86017.446, 5.387, 819151.916, 5.388, 0
51, 44, 95, Ru, -83449.993, 11.874, 815802.110, 11.875, 0
50, 45, 95, Rh, -78339.993, 150.469, 809909.756, 150.469, 0
49, 46, 95, Pd, -70151, 401, 800938, 401, 1
48, 47, 95, Ag, -60100, 401, 790105, 401, 1
60, 36, 96, Kr, -53030, 503, 799712, 503, 1
59, 37, 96, Rb, -61214.086, 25.530, 807114.000, 25.531, 0
58, 38, 96, Sr, -72954.158, 24.621, 818071.719, 24.621, 0
57, 39, 96, Y, -78340.695, 21.887, 822675.902, 21.887, 0
56, 40, 96, Zr, -85440.646, 3.209, 828993.499, 3.211, 0
55, 41, 96, Nb, -85604.215, 3.684, 828374.715, 3.686, 0
54, 42, 96, Mo, -88791.015, 1.825, 830779.162, 1.829, 0
53, 43, 96, Tc, -85817.781, 5.459, 827023.574, 5.460, 0
52, 44, 96, Ru, -86072.192, 7.882, 826495.632, 7.883, 0
51, 45, 96, Rh, -79625.760, 12.651, 819266.847, 12.652, 0
50, 46, 96, Pd, -76175.760, 150.533, 815034.493, 150.533, 0
49, 47, 96, Ag, -64571, 401, 802648, 401, 1
48, 48, 96, Cd, -56104, 503, 793398, 503, 1
61, 36, 97, Kr, -47916, 503, 802670, 503, 1
60, 37, 97, Rb, -58364.738, 28.239, 812335.975, 28.239, 0
59, 38, 97, Sr, -68791.979, 18.961, 821980.862, 18.961, 0
58, 39, 97, Y, -76260.455, 11.682, 828666.985, 11.682, 0
57, 40, 97, Zr, -82948.861, 3.086, 834573.037, 3.088, 0
56, 41, 97, Nb, -85606.946, 2.605, 836448.769, 2.608, 0
55, 42, 97, Mo, -87540.831, 1.823, 837600.300, 1.828, 0
54, 43, 97, Tc, -87220.574, 4.500, 836497.690, 4.502, 0
53, 44, 97, Ru, -86112.372, 8.350, 834607.135, 8.351, 0
52, 45, 97, Rh, -82589.372, 36.328, 830301.782, 36.328, 0
51, 46, 97, Pd, -77799.372, 302.192, 824729.428, 302.192, 0
50, 47, 97, Ag, -70794, 401, 816941, 401, 1
49, 48, 97, Cd, -60603, 401, 805968, 401, 1
61, 37, 98, Rb, -54302.779, 33.502, 816345.338, 33.503, 0
60, 38, 98, Sr, -66628.659, 25.559, 827888.865, 25.559, 0
59, 39, 98, Y, -72452.035, 24.006, 832929.888, 24.006, 0
58, 40, 98, Zr, -81276.224, 19.700, 840971.723, 19.700, 0
57, 41, 98, Nb, -83526.412, 5.941, 842439.558, 5.942, 0
56, 42, 98, Mo, -88112.011, 1.824, 846242.803, 1.828, 0
55, 43, 98, Tc, -86428.013, 3.782, 843776.452, 3.784, 0
54, 44, 98, Ru, -88224.474, 6.271, 844790.560, 6.272, 0
53, 45, 98, Rh, -83167.096, 11.717, 838950.828, 11.718, 0
52, 46, 98, Pd, -81300.084, 21.497, 836301.463, 21.497, 0
51, 47, 98, Ag, -72880.084, 151.533, 827099.110, 151.533, 0
50, 48, 98, Cd, -67460, 206, 820897, 206, 1
49, 49, 98, In, -53803, 503, 806457, 503, 1
62, 37, 99, Rb, -50840.361, 152.281, 820954.244, 152.281, 0
61, 38, 99, Sr, -62116.633, 139.706, 831448.162, 139.706, 0
60, 39, 99, Y, -70202.280, 24.392, 838751.456, 24.392, 0
59, 40, 99, Zr, -77769.413, 20.026, 845536.235, 20.026, 0
58, 41, 99, Nb, -82327.417, 13.320, 849311.886, 13.320, 0
57, 42, 99, Mo, -85966.080, 1.826, 852168.195, 1.831, 0
56, 43, 99, Tc, -87323.307, 1.916, 852743.069, 1.921, 0
55, 44, 99, Ru, -87616.958, 2.002, 852254.366, 2.006, 0
54, 45, 99, Rh, -85574.384, 7.134, 849429.439, 7.136, 0
53, 46, 99, Pd, -82187.793, 15.179, 845260.494, 15.180, 0
52, 47, 99, Ag, -76757.793, 150.766, 839048.141, 150.766, 0
51, 48, 99, Cd, -69853, 205, 831361, 205, 1
50, 49, 99, In, -60910, 503, 821636, 503, 1
63, 37, 100, Rb, -46696, 298, 824881, 298, 1
62, 38, 100, Sr, -60219.468, 127.215, 837622.319, 127.215, 0
61, 39, 100, Y, -67294.468, 78.637, 843914.966, 78.637, 0
60, 40, 100, Zr, -76604.468, 35.829, 852442.612, 35.829, 0
59, 41, 100, Nb, -79939.468, 25.666, 854995.259, 25.666, 0
58, 42, 100, Mo, -86184.468, 5.808, 860457.906, 5.810, 0
57, 43, 100, Tc, -86016.384, 2.162, 859507.469, 2.166, 0
56, 44, 100, Ru, -89218.795, 2.003, 861927.526, 2.007, 0
55, 45, 100, Rh, -85588.795, 20.100, 857515.173, 20.100, 0
54, 46, 100, Pd, -85227.407, 11.303, 856371.431, 11.304, 0
53, 47, 100, Ag, -78180.851, 77.920, 848542.521, 77.920, 0
52, 48, 100, Cd, -74305.049, 97.140, 843884.366, 97.140, 0
51, 49, 100, In, -64134.253, 382.501, 832931.217, 382.501, 0
50, 50, 100, Sn, -56864, 432, 824879, 432, 1
64, 37, 101, Rb, -43597.645, 166.081, 829854.172, 166.081, 0
63, 38, 101, Sr, -55407.645, 124.430, 840881.819, 124.430, 0
62, 39, 101, Y, -64912.645, 95.304, 849604.466, 95.304, 0
61, 40, 101, Zr, -73457.645, 31.349, 857367.112, 31.350, 0
60, 41, 101, Nb, -78942.645, 18.915, 862069.759, 18.915, 0
59, 42, 101, Mo, -83511.645, 5.811, 865856.405, 5.813, 0
58, 43, 101, Tc, -86336.086, 24.141, 867898.493, 24.141, 0
57, 44, 101, Ru, -87949.584, 2.034, 868729.638, 2.038, 0
56, 45, 101, Rh, -87408.099, 17.233, 867405.799, 17.234, 0
55, 46, 101, Pd, -85428.099, 17.691, 864643.446, 17.692, 0
54, 47, 101, Ag, -81224.275, 104.409, 859657.269, 104.409, 0
53, 48, 101, Cd, -75747.738, 150.936, 853398.378, 150.936, 0
52, 49, 101, In, -68409, 298, 845277, 298, 1
51, 50, 101, Sn, -59560, 503, 835646, 503, 1
65, 37, 102, Rb, -37996, 503, 832323, 503, 1
64, 38, 102, Sr, -53077.643, 111.170, 846623.140, 111.170, 0
63, 39, 102, Y, -61892.643, 86.364, 854655.786, 86.364, 0
62, 40, 102, Zr, -71742.643, 50.584, 863723.433, 50.584, 0
61, 41, 102, Nb, -76347.643, 40.728, 867546.080, 40.728, 0
60, 42, 102, Mo, -83557.643, 20.826, 873973.726, 20.827, 0
59, 43, 102, Tc, -84567.591, 9.485, 874201.321, 9.486, 0
58, 44, 102, Ru, -89097.851, 2.034, 877949.228, 2.038, 0
57, 45, 102, Rh, -86775.318, 4.988, 874844.341, 4.990, 0
56, 46, 102, Pd, -87925.833, 3.226, 875212.503, 3.228, 0
55, 47, 102, Ag, -81971.463, 70.041, 868475.780, 70.041, 0
54, 48, 102, Cd, -79384.463, 70.496, 865106.426, 70.496, 0
53, 49, 102, In, -70134.463, 386.484, 855074.073, 386.484, 0
52, 50, 102, Sn, -64748, 401, 848905, 401, 1
65, 38, 103, Sr, -47553, 503, 849170, 503, 1
64, 39, 103, Y, -58740, 298, 859574, 298, 1
63, 40, 103, Zr, -68374.386, 108.755, 868426.499, 108.755, 0
62, 41, 103, Nb, -75319.386, 67.842, 874589.145, 67.843, 0
61, 42, 103, Mo, -80849.386, 60.849, 879336.792, 60.849, 0
60, 43, 103, Tc, -84599.386, 10.129, 882304.438, 10.130, 0
59, 44, 103, Ru, -87258.919, 2.049, 884181.619, 2.053, 0
58, 45, 103, Rh, -88022.274, 2.825, 884162.620, 2.828, 0
57, 46, 103, Pd, -87479.193, 2.920, 882837.185, 2.923, 0
56, 47, 103, Ag, -84791.601, 16.699, 879367.240, 16.700, 0
55, 48, 103, Cd, -80649.714, 15.395, 874443.000, 15.395, 0
54, 49, 103, In, -74599.714, 25.239, 867610.647, 25.239, 0
53, 50, 103, Sn, -66946, 298, 859175, 298, 1
52, 51, 103, Sb, -55778, 503, 847224, 503, 1
66, 38, 104, Sr, -44404, 699, 854092, 699, 1
65, 39, 104, Y, -54539, 401, 863445, 401, 1
64, 40, 104, Zr, -66341, 401, 874464, 401, 1
63, 41, 104, Nb, -72228.533, 108.572, 879569.616, 108.572, 0
62, 42, 104, Mo, -80333.533, 60.728, 886892.262, 60.728, 0
61, 43, 104, Tc, -82488.533, 45.693, 888264.909, 45.694, 0
60, 44, 104, Ru, -88091.239, 3.549, 893085.261, 3.552, 0
59, 45, 104, Rh, -86950.001, 2.826, 891161.670, 2.829, 0
58, 46, 104, Pd, -89390.890, 4.746, 892820.206, 4.748, 0
57, 47, 104, Ag, -85112.244, 6.207, 887759.206, 6.208, 0
56, 48, 104, Cd, -83975.950, 9.522, 885840.559, 9.522, 0
55, 49, 104, In, -76067.264, 141.269, 877149.519, 141.269, 0
54, 50, 104, Sn, -71552.264, 153.482, 871852.166, 153.482, 0
53, 51, 104, Sb, -59348, 362, 858866, 362, 1
66, 39, 105, Y, -51148, 503, 868125, 503, 1
65, 40, 105, Zr, -62364, 401, 878558, 401, 1
64, 41, 105, Nb, -70854.991, 99.813, 886267.396, 99.813, 0
63, 42, 105, Mo, -77339.991, 71.152, 891970.043, 71.152, 0
62, 43, 105, Tc, -82289.991, 55.115, 896137.689, 55.115, 0
61, 44, 105, Ru, -85929.991, 3.553, 898995.336, 3.555, 0
60, 45, 105, Rh, -87846.909, 4.520, 900129.901, 4.522, 0
59, 46, 105, Pd, -88413.628, 4.698, 899914.266, 4.700, 0
58, 47, 105, Ag, -87068.376, 10.833, 897786.661, 10.834, 0
57, 48, 105, Cd, -84330.172, 11.347, 894266.103, 11.348, 0
56, 49, 105, In, -79481.172, 17.256, 888634.750, 17.256, 0
55, 50, 105, Sn, -73224.351, 89.068, 881595.576, 89.068, 0
54, 51, 105, Sb, -63780.695, 154.213, 871369.566, 154.214, 0
67, 39, 106, Y, -46370, 699, 871418, 699, 1
66, 40, 106, Zr, -59699, 503, 883966, 503, 1
65, 41, 106, Nb, -66891, 298, 890374, 298, 1
64, 42, 106, Mo, -76257.412, 21.730, 898958.786, 21.730, 0
63, 43, 106, Tc, -79777.412, 13.534, 901696.433, 13.535, 0
62, 44, 106, Ru, -86324.412, 7.885, 907461.079, 7.886, 0
61, 45, 106, Rh, -86363.812, 7.882, 906718.126, 7.883, 0
60, 46, 106, Pd, -89904.912, 4.704, 909476.873, 4.706, 0
59, 47, 106, Ag, -86939.647, 5.299, 905729.254, 5.301, 0
58, 48, 106, Cd, -87133.792, 6.010, 905141.046, 6.011, 0
57, 49, 106, In, -80610.422, 13.539, 897835.323, 13.540, 0
56, 50, 106, Sn, -77425.330, 50.687, 893867.877, 50.687, 0
55, 51, 106, Sb, -66896.970, 174.226, 882557.164, 174.226, 0
54, 52, 106, Te, -58030, 401, 872908, 401, 1
67, 40, 107, Zr, -55089, 596, 887426, 596, 1
66, 41, 107, Nb, -64916, 401, 896471, 401, 1
65, 42, 107, Mo, -72940.884, 161.631, 903713.581, 161.632, 0
64, 43, 107, Tc, -79100.884, 150.082, 909091.228, 150.083, 0
63, 44, 107, Ru, -83920.884, 123.692, 913128.874, 123.692, 0
62, 45, 107, Rh, -86861.300, 11.992, 915286.937, 11.993, 0
61, 46, 107, Pd, -88372.264, 6.298, 916015.548, 6.299, 0
60, 47, 107, Ag, -88405.269, 5.569, 915266.200, 5.570, 0
59, 48, 107, Cd, -86988.269, 6.856, 913066.846, 6.858, 0
58, 49, 107, In, -83562.269, 12.962, 908858.493, 12.963, 0
57, 50, 107, Sn, -78555.949, 86.666, 903069.819, 86.666, 0
56, 51, 107, Sb, -70654, 298, 894385, 298, 1
55, 52, 107, Te, -60513, 298, 883462, 298, 1
68, 40, 108, Zr, -51903, 699, 892312, 699, 1
67, 41, 108, Nb, -60538, 503, 900164, 503, 1
66, 42, 108, Mo, -70817.904, 137.264, 909661.925, 137.264, 0
65, 43, 108, Tc, -75935.404, 130.542, 913997.071, 130.542, 0
64, 44, 108, Ru, -83655.404, 120.587, 920934.718, 120.587, 0
63, 45, 108, Rh, -85016.729, 105.063, 921513.689, 105.063, 0
62, 46, 108, Pd, -89521.729, 3.646, 925236.336, 3.649, 0
61, 47, 108, Ag, -87603.546, 5.601, 922535.799, 5.603, 0
60, 48, 108, Cd, -89252.572, 5.706, 923402.472, 5.707, 0
59, 49, 108, In, -84095.561, 36.478, 917463.107, 36.479, 0
58, 50, 108, Sn, -82003.746, 43.385, 914588.939, 43.386, 0
57, 51, 108, Sb, -72507, 205, 904310, 205, 1
56, 52, 108, Te, -65682.577, 153.538, 896703.063, 153.538, 0
55, 53, 108, I, -52824, 359, 883062, 359, 1
68, 41, 109, Nb, -58097, 503, 905795, 503, 1
67, 42, 109, Mo, -67245, 298, 914160, 298, 1
66, 43, 109, Tc, -74537.209, 96.273, 920670.199, 96.273, 0
65, 44, 109, Ru, -80852.209, 66.094, 926202.845, 66.095, 0
64, 45, 109, Rh, -85012.209, 11.978, 929580.492, 11.979, 0
63, 46, 109, Pd, -87603.705, 3.636, 931389.634, 3.639, 0
62, 47, 109, Ag, -88719.654, 3.144, 931723.230, 3.148, 0
61, 48, 109, Cd, -88505.359, 4.076, 930726.582, 4.079, 0
60, 49, 109, In, -86485.406, 5.958, 927924.275, 5.960, 0
59, 50, 109, Sn, -82635.728, 9.940, 923292.244, 9.941, 0
58, 51, 109, Sb, -76255.728, 18.836, 916129.890, 18.837, 0
57, 52, 109, Te, -67573.840, 73.710, 906665.649, 73.710, 0
56, 53, 109, I, -57574.091, 153.550, 895883.546, 153.550, 0
69, 41, 110, Nb, -53393, 596, 909162, 596, 1
68, 42, 110, Mo, -65456, 401, 920443, 401, 1
67, 43, 110, Tc, -71362, 401, 925566, 401, 1
66, 44, 110, Ru, -80139.971, 229.389, 933561.930, 229.389, 0
65, 45, 110, Rh, -82949.971, 223.874, 935589.576, 223.874, 0
64, 46, 110, Pd, -88349.971, 10.929, 940207.223, 10.930, 0
63, 47, 110, Ag, -87457.530, 3.144, 938532.429, 3.147, 0
62, 48, 110, Cd, -90349.708, 2.965, 940642.254, 2.968, 0
61, 49, 110, In, -86471.708, 11.922, 935981.900, 11.922, 0
60, 50, 110, Sn, -85834.656, 15.582, 934562.494, 15.583, 0
59, 51, 110, Sb, -76816.656, 90.790, 924762.141, 90.790, 0
58, 52, 110, Te, -72277.250, 53.023, 919440.382, 53.024, 0
57, 53, 110, I, -60887.859, 166.898, 907268.637, 166.898, 0
56, 54, 110, Xe, -51721, 401, 897319, 401, 1
69, 42, 111, Mo, -61004, 503, 924062, 503, 1
68, 43, 111, Tc, -69815, 401, 932091, 401, 1
67, 44, 111, Ru, -76792, 298, 938286, 298, 1
66, 45, 111, Rh, -82288, 205, 942999, 205, 1
65, 46, 111, Pd, -86029.092, 40.957, 945957.667, 40.957, 0
64, 47, 111, Ag, -88217.425, 3.285, 947363.647, 3.288, 0
63, 48, 111, Cd, -89254.225, 2.965, 947618.094, 2.969, 0
62, 49, 111, In, -88388.821, 5.232, 945970.336, 5.234, 0
61, 50, 111, Sn, -85943.905, 7.092, 942743.066, 7.094, 0
60, 51, 111, Sb, -81473.905, 50.500, 937490.713, 50.501, 0
59, 52, 111, Te, -73475.687, 71.713, 928710.141, 71.714, 0
58, 53, 111, I, -64947, 302, 919399, 302, 1
57, 54, 111, Xe, -54369, 302, 908039, 302, 1
70, 42, 112, Mo, -58833, 596, 929962, 596, 1
69, 43, 112, Tc, -65913, 503, 936259, 503, 1
68, 44, 112, Ru, -75617.113, 506.678, 945181.718, 506.678, 0
67, 45, 112, Rh, -80137.113, 500.322, 948919.364, 500.322, 0
66, 46, 112, Pd, -86337.113, 17.960, 954337.011, 17.961, 0
65, 47, 112, Ag, -86625.080, 16.892, 953842.624, 16.893, 0
64, 48, 112, Cd, -90581.047, 2.781, 957016.238, 2.786, 0
63, 49, 112, In, -87995.116, 5.142, 953647.953, 5.145, 0
62, 50, 112, Sn, -88658.831, 4.220, 953529.315, 4.223, 0
61, 51, 112, Sb, -81603.855, 23.450, 945691.986, 23.451, 0
60, 52, 112, Te, -77256.594, 169.611, 940562.372, 169.611, 0
59, 53, 112, I, -67096, 211, 929619, 211, 1
58, 54, 112, Xe, -59927.331, 153.666, 921668.402, 153.666, 0
57, 55, 112, Cs, -46266, 302, 907225, 302, 1
71, 42, 113, Mo, -53999, 596, 933199, 596, 1
70, 43, 113, Tc, -63966, 596, 942384, 596, 1
69, 44, 113, Ru, -72154, 503, 949789, 503, 1
68, 45, 113, Rh, -78786, 401, 955639, 401, 1
67, 46, 113, Pd, -83693.469, 38.854, 959764.690, 38.854, 0
66, 47, 113, Ag, -87033.469, 16.871, 962322.337, 16.872, 0
65, 48, 113, Cd, -89049.931, 2.776, 963556.445, 2.781, 0
64, 49, 113, In, -89366.381, 3.293, 963090.542, 3.297, 0
63, 50, 113, Sn, -88330.421, 3.973, 961272.228, 3.976, 0
62, 51, 113, Sb, -84413.891, 22.044, 956573.345, 22.045, 0
61, 52, 113, Te, -78755.430, 167.864, 950132.530, 167.864, 0
60, 53, 113, I, -71124.917, 53.430, 941719.664, 53.431, 0
59, 54, 113, Xe, -62053.479, 88.717, 931865.872, 88.717, 0
58, 55, 113, Cs, -51664.830, 153.688, 920694.870, 153.688, 0
71, 43, 114, Tc, -59727, 596, 946217, 596, 1
70, 44, 114, Ru, -70894.153, 539.075, 956601.403, 539.075, 0
69, 45, 114, Rh, -76994.153, 500.602, 961919.050, 500.602, 0
68, 46, 114, Pd, -83494.153, 24.534, 967636.696, 24.534, 0
67, 47, 114, Ag, -84944.875, 26.202, 968305.065, 26.202, 0
66, 48, 114, Cd, -90021.317, 2.781, 972599.153, 2.785, 0
65, 49, 114, In, -88569.457, 3.187, 970364.940, 3.191, 0
64, 50, 114, Sn, -90558.142, 3.161, 971571.272, 3.165, 0
63, 51, 114, Sb, -84676.634, 201.108, 964907.410, 201.109, 0
62, 52, 114, Te, -81507.552, 186.150, 960955.975, 186.150, 0
61, 53, 114, I, -72796, 298, 951462, 298, 1
60, 54, 114, Xe, -66932, 207, 944816, 207, 1
59, 55, 114, Cs, -55105.948, 159.232, 932207.311, 159.232, 0
58, 56, 114, Ba, -45698, 448, 922017, 448, 1
72, 43, 115, Tc, -57492, 699, 952053, 699, 1
71, 44, 115, Ru, -66779, 596, 960557, 596, 1
70, 45, 115, Rh, -74403.374, 503.706, 967399.594, 503.706, 0
69, 46, 115, Pd, -80403.374, 60.993, 972617.240, 60.993, 0
68, 47, 115, Ag, -84987.374, 34.930, 976418.887, 34.930, 0
67, 48, 115, Cd, -88090.859, 2.827, 978740.018, 2.831, 0
66, 49, 115, In, -89536.747, 4.226, 979403.553, 4.229, 0
65, 50, 115, Sn, -90032.633, 2.983, 979117.086, 2.987, 0
64, 51, 115, Sb, -87002.633, 20.221, 975304.732, 20.222, 0
63, 52, 115, Te, -82363.966, 106.260, 969883.712, 106.260, 0
62, 53, 115, I, -76129, 466, 962866, 466, 1
61, 54, 115, Xe, -68018.583, 227.050, 953973.622, 227.050, 0
60, 55, 115, Cs, -59672, 426, 944845, 426, 1
59, 56, 115, Ba, -48708, 596, 933098, 596, 1
72, 44, 116, Ru, -65056, 699, 966905, 699, 1
71, 45, 116, Rh, -71961.027, 503.079, 973028.570, 503.079, 0
70, 46, 116, Pd, -79961.027, 55.572, 980246.217, 55.572, 0
69, 47, 116, Ag, -82568.027, 46.779, 982070.863, 46.779, 0
68, 48, 116, Cd, -88719.729, 3.226, 987440.211, 3.230, 0
67, 49, 116, In, -88249.733, 4.303, 986187.862, 4.306, 0
66, 50, 116, Sn, -91524.722, 2.982, 988680.497, 2.986, 0
65, 51, 116, Sb, -86817.803, 5.880, 983191.226, 5.882, 0
64, 52, 116, Te, -85305.972, 92.004, 980897.041, 92.004, 0
63, 53, 116, I, -77560.823, 142.637, 972369.538, 142.637, 0
62, 54, 116, Xe, -73220.823, 245.653, 967247.185, 245.653, 0
61, 55, 116, Cs, -62490.055, 351.152, 955734.064, 351.152, 0
60, 56, 116, Ba, -54325, 503, 946786, 503, 1
73, 44, 117, Ru, -60743, 801, 970664, 801, 1
72, 45, 117, Rh, -69536, 596, 978675, 596, 1
71, 46, 117, Pd, -76532, 298, 984888, 298, 1
70, 47, 117, Ag, -82265.638, 50.114, 989839.796, 50.114, 0
69, 48, 117, Cd, -86425.638, 3.378, 993217.443, 3.381, 0
68, 49, 117, In, -88943.010, 5.658, 994952.462, 5.661, 0
67, 50, 117, Sn, -90397.972, 2.913, 995625.070, 2.917, 0
66, 51, 117, Sb, -88641.338, 9.406, 993086.083, 9.407, 0
65, 52, 117, Te, -85106.700, 19.041, 988769.092, 19.042, 0
64, 53, 117, I, -80436.645, 71.093, 983316.683, 71.093, 0
63, 54, 117, Xe, -73993.816, 179.918, 976091.500, 179.918, 0
62, 55, 117, Cs, -66471.883, 53.771, 967787.214, 53.772, 0
61, 56, 117, Ba, -58031.854, 387.744, 958564.832, 387.744, 0
